Line,Label
" We know how to win elections,  Ms. Pelosi said.",Neutral
 We've done it in the past. We will do it again by making that differentiation. ,Neutral
"Representative Kurt Schrader of Oregon, who backed Mr. Ryan, said after the vote that unless Democrats changed course and adopted  a working man and woman's agenda,  they should expect defeat.",Neutral
" I'm very worried we just signed the Democratic Party's death certificate for the next decade and a half,  Mr. Schrader said.",Informational
"Democrats also re-elected Representative Steny H. Hoyer, 77, of Maryland as whip, the No. 2 position, as well as Representative James E. Clyburn, 76, of South Carolina in the No. 3 spot as the assistant Democratic leader.",Neutral
Mr. Hoyer and Mr. Clyburn have been part of the Democratic leadership team since 2003 and 2007.,Neutral
Both ran unopposed.,Neutral
"Representative Joseph Crowley of New York was also elected chairman of the House Democratic Caucus, and in a narrow victory, 98 to 96, Representative Linda T. Sánchez of California defeated another California Democrat, Representative Barbara Lee, to become vice chairwoman.",Neutral
"After a dismal Election Day for Democrats, the fight for Ms. Pelosi's post had become a proxy battle for the future of the party, with House Democrats agonizing over how to reconnect with the working-class voters who abandoned them.",Neutral
" We got wiped out in the Midwest, and we're toxic in rural America,  aides said Mr. Ryan told his colleagues behind closed doors before the vote.",Lexical
" Ultimately, we're responsible. ",Neutral
"But in an interview Tuesday, Mr. Ryan suggested few ideas for how to appeal to voters beyond essentially crowdsourcing the task to more House Democrats, and he offered no indication that working with the Republican majority on any particular policy compromises would be a priority.",Neutral
"The Democratic leaders seemed short on concrete strategies, too, committing generally to refocus their message on economic issues.",Neutral
"Many also vowed to stand in opposition to the Trump administration, gambling that Mr. Trump and congressional Republicans would disappoint voters and prompt a return to the Democratic Party they rejected.",Neutral
"Some of the more specific strategies considered included starting a more aggressive recruitment campaign for Democratic candidates from more conservative areas, as well as increasing their outreach to traditionally  red  districts.",Neutral
" Just because you're only getting 30 percent of the vote in some area doesn't mean you shouldn't go there,  said Representative Cedric L. Richmond of Louisiana.",Neutral
 You should go there and engage people and tell them what you believe in. ,Neutral
"Disappointed by the outcome of the leadership election, a handful of Democrats who had backed Mr. Ryan vowed to press forward with a proposal to turn some jobs, such as the chairman of the party's campaign arm, into elected positions.",Neutral
"That plan is expected to meet resistance from Ms. Pelosi, who retains the power to appoint people to those positions, though some Democrats have expressed an interest in the idea.",Neutral
"Last week Ms. Pelosi selected Representative Ben Ray Luján of New Mexico to again lead the Democratic Congressional Campaign Committee, even though House Democrats picked up just six seats in this election.",Neutral
"Though he collected only a dozen or so public endorsements, Mr. Ryan mounted an unlikely challenge to Ms. Pelosi, long considered a legislative and fund-raising powerhouse.",Neutral
"Driven by the conviction that Democrats need a new leader, he tried to harness discontent with a leadership team that has failed three times to reclaim the majority since being swept out in 2010.",Neutral
"Trying to quell calls to replace her, Ms. Pelosi announced her nominations last week for a handful of other positions, and proposed that three members from Illinois, Pennsylvania and New York share the leadership duties of the party's messaging committee, offering more regional diversity.",Informational
"She also released plans to incorporate more junior members into leadership roles, among other ideas, such as including a freshman Democrat in the leadership team's regular meetings.",Neutral
"But each new idea has underscored the fact that Ms. Pelosi refuses to relinquish much power and has cultivated a large, loyal following that does not expect her to.",Informational
"It is from that sizable collection of House Democrats that she draws her picks for smaller leadership posts, making her a powerful ally and, for those like Mr. Ryan who have challenged her, a formidable opponent.",Neutral
" She has a lot of friends,  Mr. Ryan said.",Neutral
" This is her caucus, clearly. ",Informational
"As Senate Democrats float new options for complicating a vote on President Trump's Supreme Court nominee, Republicans appear ready to return fire with a bomb of their own   a nuclear one.",Lexical
"Top Republican Sen. John Thune, of South Dakota, all but confirmed Wednesday that his party is willing to use what's known as the  nuclear option,  to lower the vote threshold to confirm Judge Neil Gorsuch if Democrats try to filibuster.",Neutral
" We will do what is necessary to confirm Judge Gorsuch on the Supreme Court, yes,  he told Fox News' Shannon Bream on  America's Newsroom,  when asked if they'd go that route.",Neutral
"Thune, who serves in the No. 3 position in Senate GOP leadership as chairman of the Senate Republican Conference, added that Democrats  have not laid a glove on him  in the hearings and predicted the judge would get an  affirmative  vote in the Senate.",Neutral
The threat comes as Democrats not only threaten to filibuster but suggest he shouldn't get a vote until the FBI completes its probe of possible links between Russia and Trump associates.,Lexical
"Senate Minority Leader Chuck Schumer, D-N.Y., and Sen. Elizabeth Warren, D-Mass., both called Tuesday for a postponement on any vote to confirm Gorsuch to the nation's highest court.",Neutral
" It is unseemly to be moving forward so fast on confirming a Supreme Court justice with a lifetime appointment while this big gray cloud of an FBI investigation hangs over the presidency,  Schumer said.",Lexical
" You can bet if the shoe were on the other foot and a Democratic president was under investigation by the FBI the Republicans would be howling at the moon about filling a Supreme Court seat in such circumstances.""",Lexical
Warren added on Twitter:  Neil Gorsuch is up for a lifetime appointment to the Supreme Court from a President whose campaign is under FBI investigation. ,Neutral
"Republicans panned the call as ""ridiculous.""",Informational
"But Democrats could still try and filibuster, requiring Gorsuch to garner 60  yea  votes in the Senate.",Neutral
"That's a high bar for Republicans, who have just 52 members in the Senate.",Neutral
"That's where the so-called ""nuclear option"" comes in.",Neutral
"If majority Republicans change the threshold, Gorsuch could be approved with a simple majority of 51 votes.",Neutral
The nuclear option was first used by Democrats for circuit court judicial appointments in 2013 and top Republicans   including President Trump   have indicated for weeks it's a serious option in order to get Gorsuch on the court.,Neutral
" If we end up with that gridlock, I would say, 'If you can, Mitch, go nuclear,'  Trump said Feb. 1.",Neutral
Republican Senate leaders so far have refrained from using the term   but their exasperated rhetoric shows they're at least kicking the tires of a legislative Enola Gay.,Neutral
" If Judge Gorsuch can't achieve 60 votes in the Senate, could any judge appointed by a Republican president be approved with 60 or more votes in the Senate?  Senate Majority Leader Mitch McConnell, R-Ky., asked on Tuesday.",Neutral
" If they don't find Gorsuch acceptable, are they taking the position the vacancy should never be filled? At all? ",Neutral
"McConnell hasn't tipped his hand on strategy; however, he's maintained in interviews that, one way or another,  the nominee will be confirmed. ",Neutral
"Sen. Lindsey Graham, R-S.C., meanwhile, lamented the increasing politicization of Supreme Court nominations and implored his Democratic colleagues to vote on the man   not the party of the president who nominated him.",Neutral
" Here's what I hope   that we turn around and go back to where we were, because what we're doing is going to destroy the judiciary over time,  Graham said on Monday.",Neutral
Supreme Court justices have faced more pushback from the opposition party in recent years.,Neutral
Antonin Scalia   whom Gorsuch would replace on the court following Scalia's death in 2016   was confirmed 98-0 and Anthony Kennedy had a tally of 97-0 in 1988.,Neutral
But the contentious Clarence Thomas hearing in 1991 produced a 52-48 split that just pushed Thomas over the finish line.,Neutral
"Ruth Bader Ginsburg was confirmed 96-3 two years later and  yea  votes have largely dwindled ever since: Stephen Breyer, 87; John Roberts, 78; Samuel Alito, 58; Sonia Sotomayor, 68; Elena Kagan, 63.",Neutral
"WASHINGTON   In recent years, the opposing party approached Supreme Court nomination hearings by honing in on the nominee's character and temperament or on one particular case that could possibly derail the nominee.",Neutral
"Nominees have, in turn, generally refused to answer any question directly, in an appparent fear of revealing any bias about a potential future case they may hear.",Neutral
"The four days of Senate Judiciary Committee hearings held this past week for President Donald Trump's nominee to fill the late Justice Antonin Scalia's seat, Judge Neil Gorsuch, were different.",Neutral
Democrats on the Senate Judiciary Committee took a different tack.,Neutral
They made an argument against the Supreme Court itself and its false presentation as a body above politics and power.,Neutral
"That judges do not, as Chief Justice John Roberts once famously said, only call  balls and strikes. ",Neutral
"At the base of this argument was a simple question that has been dogging Democrats ever since the infamous Bush v. Gore decision on the 2000 presidential election: Is the Supreme Court rigged to benefit corporations, the wealthy and, well, Republicans?",Lexical
Pressing this question did not knock Gorsuch off his steady stream of non-answers.,Neutral
"The polished Gorsuch certainly did not make any deluded or deranged statements, as many have come to expect from the president, that could lead a Republican to flip on his nomination.",Neutral
The Democrats' argument was instead directed at both their base and their caucus to provide a clear rationale for opposing the nominee   no matter his qualifications.,Neutral
"Sen. Sheldon Whitehouse (D-R.I.) made this point abundantly clear when he pointed to the series of 5-4 decisions made under Roberts' leadership that have changed laws to help Republicans get elected, big donors gain more influence in politics through campaign contributions and corporations gain more economic and political power.",Neutral
" I think these 5-4 decisions are a problem, you said sometimes   I think I'm quoting you correctly   sometimes big corporations can capture an agency,  Whitehouse said to Gorsuch.",Neutral
 That's a well known principle of administrative law and of economics.,Neutral
Just let's be sure that our Supreme Court doesn't get to be one of those agencies that's captured on any subject. ,Neutral
"On this week's episode of The Huffington Post's  So That Happened  podcast, 2016 Democratic House candidate Zephyr Teachout, a constitutional law professor at Fordham University School of Law, said the Democrats took the right approach by aiming their fire at the court as an institution that shapes our economy and our politics.",Neutral
" I thought both Whitehouse and others rightly pointed out that after Roberts' confirmation we gotta pull away that fake story that you're just calling balls and strikes,  Teachout said.",Lexical
" We know, and we know and have seen, that the Supreme Court reshapes power in our country. ",Neutral
"Gorsuch, who worked on former President George W. Bush's 2004 reelection campaign and as a lawyer in his Justice Department, provided the expected performance past court nominees had given during his appearance; he stated that he would be shocked by politics coming into a courtroom.",Neutral
" I'm distressed to hear you think that judges of the Supreme Court is an organ of a party,  Gorsuch told Whitehouse.",Neutral
It is no surprise that Democrats find little need to take this opinion seriously anymore.,Informational
Former President Barack Obama had nominated Judge Merrick Garland to fill Scalia's seat practically one year to the date before Gorsuch's confirmation hearing.,Neutral
Senate Republicans refused to hold public hearings for Garland and declined to meet with him in private.,Neutral
Gorsuch's nomination represents the fruit of the Republicans' decision to block Garland.,Neutral
"Sen. Pat Leahy (D-Vt.) called this  an extraordinary blockade.   It was totally unprecedented in our country's whole history,  he added.",Neutral
" Some likened it to the action of the tyrannical kings who claim that they have sole control, as one of our senators referred to here a few minutes ago. ",Informational
"Responding to Gorsuch's stated belief that justices have no partisan leanings, Sen. Al Franken (D-Minn.) explained,  And you know, you said earlier, there are no Democratic judges, there are no Republican judges.",Neutral
"If that's the case, what was Merrick Garland about?",Neutral
That's what it was about. ,Informational
"In addition, Democrats are still irritated at Roberts for promising to call only  balls and strikes  in his 2005 confirmation hearing.",Neutral
"Instead, he went on to anchor the five vote conservative majority's decisions in controversial cases.",Neutral
"These included Citizens United v. Federal Election Commission, which opened the door to unlimited corporate spending in politics; Shelby County v. Holder, which overturned a key section of the voting rights act; and numerous pro-corporate decisions limiting the rights of citizens to challenge corporations in courts, reducing the ability of states to protect patient and privacy and allowing mutual funds to lie to investors.",Lexical
"Sen. Mazie Hirono (D-Hawaii) blasted Roberts' decision in Shelby County for creating a whole new constitutional doctrine out of whole cloth,  So, so much for judicial modesty,  she said.",Lexical
 So much for balls and strikes.,Neutral
"So much for judges judge best when they judge least, which you mentioned tonight as a virtue. ",Neutral
The Roberts Court has done much to reshape power in the United States.,Neutral
The five vote conservative majority that included Scalia has sided with corporations and corporate lobby groups more than any other Supreme Court majority in recent history.,Neutral
"After Gorsuch repeatedly stated that there was ample room for Congress to legislate without worrying about court decisions, Democrats reminded him of how the court's decisions play a key role in shaping who is elected to Congress and, therefore, what bills can be passed in the first place.",Neutral
" [B]y tilting the political playing field so heavily toward corporations and against individuals, hasn't the court impacted the composition of who is in Congress and made it therefore even harder for Congress to taking meaningful,  Hirono said.",Neutral
 Meaningful action to say past laws to protect worker safety or the access of students with special needs to an education? ,Neutral
"Whitehouse asked about the court's controversial Citizens United decision,  What could be more involved in politics than to open this ocean of dark money that's flooded into our politics? ",Lexical
Democrats on the committee appeared frustrated that Gorsuch refused to acknowledge the court's role in transforming both the political and economic worlds the country's citizens operate in.,Neutral
Senate Democratic Leader Chuck Schumer (D-N.Y.) told Politico that Gorsuch  did not win anybody over with his testimony. ,Neutral
Schumer added that he believed he had the 41 votes necessary to filibuster the nomination.,Neutral
"WASHINGTON   Senate Democrats on Thursday vowed to filibuster the Supreme Court nomination of Judge Neil M. Gorsuch, signaling an imminent partisan showdown over the nominee's fate and the future of century-old rules in the chamber.",Neutral
"As committee hearings on Judge Gorsuch concluded on Thursday, it appeared increasingly likely that Republicans hoping to elevate President Trump's choice for the court would resort to replacing longstanding rules with a simple majority vote on his confirmation.",Neutral
"While a parade of witnesses addressed the Senate Judiciary Committee, trading dueling views of Judge Gorsuch, the Senate Democratic leader, Chuck Schumer of New York, went to the Senate floor and announced that he would try to lead Democrats in blocking an up-or-down vote on Judge Gorsuch.",Neutral
The Senate's  cloture  rule requires a supermajority of 60 votes to overcome such a filibuster.,Neutral
" After careful deliberation I have concluded that I cannot support Judge Neil Gorsuch's nomination to the Supreme Court,  Mr. Schumer said, citing concerns over Judge Gorsuch's record on workers' rights and his degree of independence, adding,  My vote will be no, and I urge my colleagues to do the same. ",Neutral
"Judge Gorsuch must earn the support of at least eight Democrats to break a filibuster   a threshold he is not on track to meet, at least so far, according to interviews and internal party discussions.",Neutral
"If Democrats band together, the Senate majority leader, Mitch McConnell, Republican of Kentucky, has threatened to pursue the so-called nuclear option eliminating the filibuster for Supreme Court selections.",Lexical
Mr. Trump has urged Mr. McConnell to take that step if necessary.,Neutral
"Some Republicans have expressed reservations about changing the rules, but Senator Lindsey Graham of South Carolina said Thursday that he would relent if it meant seating Judge Gorsuch.",Neutral
" Whatever it takes to get him on the court, I will do,  Mr. Graham told  The Mike Gallagher Show  radio program.",Neutral
"Mr. McConnell has said he wants the Senate to confirm Judge Gorsuch to fill the vacancy, which was created by the death of Justice Antonin Scalia more than a year ago, before departing for a scheduled recess on April 7.",Neutral
"Last year, Mr. McConnell led his party in refusing to consider President Obama's choice for the seat, Judge Merrick B. Garland, during a presidential election campaign.",Informational
"On Thursday, Mr. McConnell accused Democrats of engaging in  obstructionist tactics  to block a well-qualified nominee.",Neutral
" Despite the judge's outstanding performance, his exceptional background, and the extensive support he's received from people of all political leanings, we know that some Senate Democrats will continue trying to come up with any reason to delay the confirmation process,  Mr. McConnell said of Judge Gorsuch.",Neutral
"During the four days of hearings, even Judge Gorsuch's critics did not dispute his credentials.",Informational
"On Thursday, representatives of the American Bar Association told the committee that it had unanimously found Judge Gorsuch to be  well qualified,  the group's highest rating.",Neutral
That was particularly notable in light of studies that have shown the group has tended to favor the nominees of Democratic presidents.,Neutral
" We do not give the 'well qualified' rating lightly,  said Nancy Scott Degan, an official of the bar association.",Neutral
The group had also given its highest rating to Judge Garland.,Informational
"Since the evening Judge Gorsuch was nominated, liberal groups have been pressuring Democrats to filibuster the vote on him.",Neutral
"Four years ago, when Democrats controlled the Senate and Republican senators were blockading Mr. Obama's appeals court and executive branch nominees, Democrats changed the chamber's rules to bar filibusters for such positions   but left the filibuster rule in place for Supreme Court nominations.",Neutral
Republicans have cited this history often in accusing their colleagues of hypocrisy on Judge Gorsuch.,Neutral
"To eliminate the filibuster for Supreme Court nominees, Republicans would need to vote in virtual lock step: The party effectively has only 51 votes right now because one member, Senator Johnny Isakson of Georgia, is recuperating from back surgery, so just two Republican senators could block a rules change.",Neutral
"Still, Judge Gorsuch's nomination is broadly popular among conservatives.",Neutral
"The question facing Democrats is whether to have a filibuster fight over Judge Gorsuch, highlighting what they consider the theft of a seat they believe Mr. Obama had a right to fill, or whether to save that attention-grabbing tactic for a hypothetical future vacancy if a more liberal justice dies or steps down and President Trump nominates a staunch conservative who would shift the court's balance.",Neutral
" I don't think we should move forward on the Gorsuch nomination until the nomination of Merrick Garland has been dealt with fairly,  Senator Thomas R. Carper, Democrat of Delaware, said on Thursday, signaling his support for a filibuster.",Neutral
"Another moderate Democrat, Senator Bob Casey of Pennsylvania, also said he would reject Judge Gorsuch and join the filibuster effort.",Neutral
Mr. Casey is among the 10 Democrats facing re-election next year in states that Mr. Trump won.,Neutral
Others in the group were less eager to declare their intentions.,Neutral
" I'm going to keep on my theme I've been on for a couple of months,  said Senator Claire McCaskill, Democrat of Missouri.",Neutral
 I'm not going to talk about Gorsuch. ,Neutral
"Even before Judge Gorsuch's nomination, Ms. McCaskill inadvertently drew the ire of liberal activists by expressing support for  a full confirmation hearing process and a vote,  before making clear she believed in a 60-vote threshold.",Neutral
"Despite the escalating political friction, the atmosphere in the hearing room on Thursday was often more perfunctory than passionate, as panels of witnesses selected by Democrats and Republicans alternately expressed concerns that Judge Gorsuch was too conservative or praised him as a well-qualified and careful judge.",Neutral
"Two of Judge Gorsuch's former colleagues on the United States Court of Appeals for the 10th Circuit, in Denver   Deanell Reece Tacha, appointed by President Ronald Reagan, and Robert Harlan Henry, appointed by President Bill Clinton   praised his intellect and temperament.",Informational
But others expressed concerns.,Neutral
"One strain of criticism came from human rights and civil liberties activists, who expressed alarm over Judge Gorsuch's experiences as a Justice Department official in the Bush administration in 2005 and 2006, when he helped to defend and advance the executive branch's positions on matters like detainee treatment and surveillance.",Neutral
"Jameel Jaffer, who litigated national-security cases against the government as the former deputy legal director of the American Civil Liberties Union, urged the committee to scrutinize more closely Judge Gorsuch's views on executive power and individual rights.",Neutral
"Mr. Jaffer pointed to documents showing, for example, that Judge Gorsuch had worked to get Congress to enact a law stripping courts of jurisdiction to hear lawsuits by Guantánamo Bay detainees, and in one email chain he criticized law firms that helped represent prisoners in seeking judicial review of their detention.",Informational
"On Wednesday, Judge Gorsuch told the committee that the email had not been  my finest moment  and that he had been  blowing off steam with a friend, privately. ",Neutral
Outgoing White House economic adviser Larry Summers warned Wednesday that failure to pass a new tax cut compromise would significantly raise the risk of a double-dip recession.,Neutral
"""To pass this bill in the next couple of weeks would materially increase the risk that the economy would stall out and we would have a double dip,"" he told reporters at the White House.",Neutral
"Summers added that he thinks Congress will pass the deal President Obama struck with Republicans, an agreement that has come under withering criticism from liberal Democrats over the two-year extension of tax cuts for the rich as well as the middle class.",Informational
"Summers said that he doesn't think that Congress would take a step that ""materially increases the risk that this economy will stall out.""",Neutral
"Positive reviews coming in from economists, Summers said, show the deal is the right thing to do.",Neutral
"Sen. Jon Kyl, the No. 2 Republican in the Senate, told reporters that a tax cut bill could be on the Senate floor as early as Thursday.",Neutral
"But, in a surprise move, Senate Democrats, meeting behind closed doors to discuss the tax deal, have asked the administration for ""changes"" to the bill, according to Sen Dick Durbin, D-Ill., the No. 2 Democrat in the chamber.",Neutral
"Durbin would not detail what those changes are, deferring to Senate Majority Leader Harry Reid, D-Nev.",Neutral
"Kyl said an official analysis and price tag, referred to as a ""score,"" from the Joint Committee on Taxation (JCT) are not yet ready, but that the Senate could move to the bill anyway.",Neutral
"Vice President Biden traveled to the Capitol Wednesday for a private meeting with House Democrats who are resisting the deal, saying it gives away too much to the wealthy.",Neutral
"Some Democrats are unhappy that Obama agreed to extend expiring tax cuts not just for the middle class but also for higher earners, and that he agreed to impose a lower estate tax on wealthy heirs.",Neutral
Both provisions are seen by many Democrats as giveaways to the rich that will do little to help the economy.,Informational
"In return, Democrats would get extended jobless benefits for people who have been unemployed for long stretches.",Informational
"Workers would also see their share of Social Security payroll taxes cut by nearly a third for the coming year, a boost in take-home pay meant to encourage spending and aid the economy.",Neutral
Liberals are going as far as trying to prevent outgoing House Speaker Nancy Pelosi from bringing the tax cut compromise to the floor.,Neutral
"Reps. Peter DeFazio of Oregon, and Jim McDermott and Jay Inslee of Washington state are crafting a letter to share with the House Democratic Caucus that would try to block the bill from seeing the light of day.",Lexical
They're hoping to get 60 signatures on their letter and then force a vote in the caucus.,Neutral
"""There does not seem to be a majority of the Democrats who support the deal negotiated by Vice President Biden,"" he told Fox News.",Neutral
"""So we want to have a record vote in the caucus on a resolution that says this resolution should not go to the floor without a majority of Democratic votes.""",Neutral
DeFazio said House Democrats aren't going to keep rubber-stamping deals they don't like.,Neutral
"""All through this administration, the White House has been a spear carrier for the president,"" he said.",Neutral
"""They sent something over, the speaker has jammed it through and then Obama has negotiated with the Senate.",Neutral
And they're trying to get us to jam it through again.,Neutral
"And a number of us are just saying that's enough.""",Neutral
Obama rejected claims that he betrayed Democrats by cutting a deal with Republicans.,Neutral
"Speaking to reporters at a joint appearance with Polish President Bronislaw Komorowski, Obama said economists predict higher job growth in 2011 and 2012 if Congress passes the agreement and urged lawmakers to examine the details of the deal and ""get this done.""",Neutral
But House Democrats are not listening.,Informational
"""So far, the response has not been very good,"" Pelosi said.",Neutral
"She called the estate tax provision ""a bridge too far.""",Neutral
"Senior White House officials significantly raised the stakes on congressional Democrats in their efforts to get a deal passed on the Bush tax cuts, warning on Wednesday that inaction would ""significantly increase the risk"" of a double dip recession.",Neutral
"It wasn't quite the metaphorical flare of mushroom cloud imagery, but outgoing senior economic adviser Larry Summers offered a fairly dire assessment of the stakes in the tax cut debate.",Informational
"""If they [Democrats] don't pass this bill in the next couple weeks it will materially increase the risk that the economy would stall out and we would have a double dip,"" he told a gathering of reporters at an off camera briefing.",Neutral
A double dip recession?,Neutral
"""What I said it would significantly increase the risk,"" Summers replied.",Neutral
The message was hardly subtle. But it certainly was debatable.,Informational
"Summers himself, downplayed the significance of continuing the Bush tax cuts back in September -- though he was speaking, then, about the rates for the rich and the tax cut deal, at that point in time, did not include money for a 13-month extension of unemployment insurance or other tax incentives to help lower income workers.",Neutral
"Asked whether the country would find itself dipping towards the economic doldrums if Congress waited a month or two to get a tax cut package passed, Rob Shapiro, a former commerce official in the Clinton White House and a proponent of the current tax cut deal, offered more sober-minded analysis.",Neutral
"""The wait would not cause a double dip,"" he said.",Neutral
"""A double dip would come out of the reality of a relatively contractionary fiscal policy...",Neutral
I do think the deal that they announced is stimulative.,Neutral
And it ought to boost growth by some increment...,Neutral
"But the issue is, that the deal certainly is not enough to lift the economy to a different place.",Neutral
"Will we see what happened with the large stimulus happen here, which is once the stimulus is over the economy returns to slow growth? That's the danger.",Neutral
"And I keep on saying this, the single most important thing they can do to avert that is to stabilize housing prices.""",Neutral
"Stabilizing the housing market, however, is not on the current congressional docket.",Neutral
"And on Wednesday, the White House began a robust process of selling the deal to Democrats -- skeptical, as they are, about an extension of Bush tax cuts for the wealthy and a generous revision of the estate tax.",Neutral
There were few carrots to go along with the sticks.,Informational
"Asked, for instance, if the White House would be willing to revise the informal compromise to bring more Democratic lawmakers on board, White House Press Secretary Robert Gibbs said any changes would be fine, so long as they didn't result in decreased support.",Neutral
"Then he cautioned: ""The physics and the blood and the sweat that might be involved in that, I'm not entirely sure I would put it quite as simply as that.""",Neutral
"If anything, the pitch being offered from the administration to the rest of the party was: take the package now or risk being blamed for an economic downturn.",Informational
"""I guess the question back for those who ask [why not fight for more] is where does this go, what is the end game and what are the consequences of playing it?"" said senior adviser David Axelrod.",Neutral
"""Do they have a sense of how this ends and how long will that take, because as Larry said there are real consequences to that.",Neutral
Just as the forecasts went up on the basis of this agreement they will go down if this agreement fails. That we know.,Neutral
"We know that on January 1 people's taxes will go up, we know that at the end of this month 2 million people will lose their unemployment insurance.",Neutral
And so there are real consequences to that decision.,Neutral
"We, I think we all stipulate, the president did, no one likes those provisions that they dislike but on the other side of the ledger are significant things that will help people and help the economy.",Neutral
"And what we know for sure is that without any of it we are facing a really difficult situation.""",Neutral
"Added Gibbs: ""I think you would really have to ask somebody who says... lets have some eight week fight and on February the 15th come in and say, alright, now we are ready to make a compromise, who on earth, who on earth thinks that that is somehow going to be a fundamentally better agreement than the one we are looking at right now?",Informational
"No one I have ever talked to.""",Neutral
"Larry Summers, the outgoing chairman of the National Economic Council, just told a group of reporters that failure to pass a package like the tax deal announced by President Obama this week  would significantly increase the risk  of a double-dip recession.",Neutral
"Mr. Summers made the remarks at a briefing with the White House press secretary Robert Gibbs and David Axelrod, the president's top political adviser.",Neutral
The administration has been pushing back hard against criticism from fellow Democrats that the president has caved too much to Republicans.,Lexical
"In brief remarks after meeting with President Bronislaw Komorowski of Poland, Mr. Obama on Wednesday emphatically disputed that Democrats generally feel betrayed by his deal with Congressional Republicans on the tax cuts, saying that  the more who look at it, the more will say this makes sense. ",Neutral
" I just think it's very important for Congress to examine the agreement, look at the facts, have a thorough debate, but get this done.",Neutral
"The American people are watching, and they're expecting action on our parts,  Mr. Obama said.",Neutral
 I don't think we need to translate that. ,Neutral
"In a joint appearance at the White House with Mr. Komorowski, Mr. Obama said that  economists across the country have upwardly revised their forecasts for growth  after the tax deal was announced on Monday night.",Neutral
Vice President Joseph R. Biden Jr. planned to return to Capitol Hill this afternoon to meet with House Democrats as President Obama and the White House sought to quell the uproar among liberals about the tax deal.,Lexical
Officials said Mr. Biden will travel to the Hill around 4:30 p.m. in an attempt to sell the compromise Mr. Obama announced this week.,Neutral
It will be the second time in two days that Mr. Biden has served as the liaison-in-chief for the White House.,Neutral
Mr. Biden's visit and the president's comments come as the administration's message machine started churning out statements of support.,Lexical
"To counter condemnations from some Democrats in Congress, the White House circulated a series of e-mails quoting endorsements from private-sector economic forecasters, liberal as well as conservative analysts, and Democratic officeholders, including an obscure freshman House member, Representative Gary Peters of Michigan.",Lexical
"By noon, the White House press office had released supportive comments from Antonio Villaraigosa, the mayor of Los Angeles, and Mr. Peters.",Neutral
"The Democratic National Committee alerted reporters that Jennifer Granholm, the Democratic governor of Michigan, also supports the deal.",Neutral
"John Podesta, a former chief of staff to President Bill Clinton and a close ally of Mr. Obama, issued a statement calling the tax deal  a steep price  but saying the president was  right to choose helping working Americans over a December conflagration.  ",Neutral
The Democratic National Committee also sent that statement around to reporters.,Neutral
"David Axelrod, the president's chief political adviser, said on CNN's  American Morning  that middle-class Americans were  going to get screwed  if their tax cuts were not extended at the end of the year.",Lexical
"The administration was quick to highlight comments from Mark Zandi, chief economist for Moody'sEconomy.com, projecting that the Obama tax deal would increase economic growth next year by 1.25 percentage points and create 1.6 million jobs.",Neutral
"Macroeconomic Advisors, Deutsche Bank and Goldman Sachs projected smaller increases but no less than at least 0.5 percentage point.",Neutral
That is on top of projections that currently are in the range of 2 percent to 3 percent.,Neutral
"But the public relations offensive is being met with public expressions of outrage from Mr. Obama's base, including the most liberal members of Congress and spokesmen for interest groups on the left.",Neutral
"Close to three dozen House Democrats have signed a letter from Representative Peter Welch, Democrat of Vermont, calling the tax deal  fiscally irresponsible  and  grossly unfair. ",Informational
The letter says Mr. Obama  should not back down. Nor should we. ,Neutral
Mr. Biden's visit with the House Democrats is likely to be as contentious as the one that he led with their Senate colleagues on Tuesday   if not more so.,Neutral
"Despite the closed-door lunchtime meeting, Senate aides told The Times afterward that about 30 Democratic senators remained  firmly opposed  to the president's negotiated deal after hearing from the vice president.",Neutral
"In the House, Democratic lawmakers said Wednesday morning that the sense of disappointment with the president remained strong.",Neutral
" I don't think it was preordained that if we had a deadlock, they would have won it,  said Representative Barney Frank, Democrat of Massachusetts, in an interview on MSNBC.",Neutral
 I'm not going to vote for it.,Neutral
I don't feel that I should be coerced. ,Informational
"In a head-to-head battle of proxies, Vice President Biden wasted no time Thursday trying to do what many Democrats felt President Obama failed to against Mitt Romney, going on offense with an often disdainful attack on Paul Ryan -- who stood his ground against a barrage of Biden grins, guffaws, snickers and interruptions.",Lexical
"The dueling running mates turned the lone vice presidential debate into an uncharacteristically feisty affair, scrapping over everything from the economy to Libya to taxes.",Neutral
"But it was the vice president who set the aggressive tone, blatantly striving to hit the reset after President Obama was panned for his lackluster performance at last week's opening debate.",Informational
"If Obama was too cold, Biden at times bordered on too hot, analysts said afterward.",Neutral
He chuckled and smirked through many of Ryan's responses.,Informational
"But unlike Obama a week ago, he let few points go unchallenged.",Informational
Biden went after the Romney/Ryan ticket with a directness that Obama did not.,Informational
"Notably, he hammered Mitt Romney over his secretly videotaped comment in which he said he doesn't have to worry about the ""47 percent"" of Americans who don't pay federal income taxes.",Neutral
"""These people are my mom and dad, the people I grew up with, my neighbors,"" Biden said, adding he's ""had it up to here"" with those kinds of comments.",Neutral
"Ryan shot back, in reference to Biden's tendency to make gaffes: ""As the vice president very well knows ... sometimes the words don't come out of your mouth the right way.""",Neutral
"""But I always say what I mean,"" Biden responded.",Neutral
"Ryan accused Obama of ""projecting weakness"" with his foreign policy, particularly in his response to the terror attack on the U.S. Consulate in Benghazi, Libya.",Neutral
"At home, he accused the administration of presiding over a shoddy recovery.",Neutral
"""This is not what a real recovery looks like,"" Ryan said.",Neutral
